,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40855,41.0,admin.,married,unknown,no,no,no,cellular,sep,wed,1.0,7.0,3.0,success,-1.1,94.199,-37.5,0.8859999999999999,4963.6,yes
38531,32.0,admin.,single,university.degree,no,no,no,cellular,oct,wed,1.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,yes
6327,46.0,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30715,39.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
30565,58.0,admin.,married,university.degree,no,yes,yes,cellular,may,mon,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
27932,31.0,technician,single,university.degree,no,yes,no,telephone,mar,fri,2.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,yes
32219,33.0,management,married,university.degree,no,no,no,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
20481,48.0,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
2836,29.0,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
41163,35.0,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,3.0,4.0,2.0,success,-1.1,94.767,-50.8,1.035,4963.6,yes
40212,62.0,retired,married,high.school,no,no,no,cellular,jul,tue,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.8759999999999999,4991.6,yes
1267,36.0,admin.,divorced,university.degree,no,no,no,telephone,may,thu,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32843,52.0,services,married,high.school,unknown,yes,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,yes
30205,30.0,student,single,university.degree,no,no,no,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
40728,24.0,student,single,high.school,no,yes,yes,cellular,sep,wed,2.0,6.0,,success,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
23800,50.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36943,55.0,management,married,university.degree,no,no,yes,cellular,jul,wed,2.0,3.0,1.0,success,-2.9,92.469,-33.6,1.085,5076.2,yes
10239,41.0,admin.,divorced,high.school,no,no,no,telephone,jun,mon,11.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
34624,29.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33089,32.0,management,single,professional.course,no,no,no,cellular,may,tue,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13316,28.0,services,married,high.school,no,yes,no,telephone,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37515,25.0,admin.,single,university.degree,no,no,yes,cellular,aug,thu,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
19572,36.0,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40234,60.0,admin.,married,basic.9y,no,no,no,cellular,jul,thu,2.0,25.0,2.0,failure,-1.7,94.215,-40.3,0.884,4991.6,yes
30408,60.0,unemployed,married,high.school,no,yes,no,cellular,apr,thu,2.0,2.0,1.0,success,-1.8,93.075,-47.1,1.365,5099.1,yes
38148,61.0,retired,married,high.school,no,yes,no,cellular,sep,wed,1.0,3.0,1.0,success,-3.4,92.379,-29.8,0.753,5017.5,yes
31906,49.0,technician,single,high.school,no,no,yes,cellular,may,thu,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
21006,57.0,technician,single,university.degree,unknown,yes,yes,cellular,aug,thu,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
10364,52.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,2.0,999.0,,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
1419,32.0,self-employed,divorced,professional.course,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39569,39.0,admin.,married,high.school,no,yes,no,cellular,may,tue,1.0,3.0,2.0,success,-1.8,93.876,,0.6679999999999999,5008.7,yes
33966,34.0,technician,single,professional.course,no,yes,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
35649,30.0,admin.,single,high.school,no,yes,yes,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
40797,58.0,admin.,married,high.school,no,no,no,cellular,sep,thu,1.0,6.0,1.0,success,-1.1,94.199,-37.5,0.878,4963.6,yes
155,36.0,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41047,62.0,admin.,married,high.school,no,no,no,cellular,oct,tue,4.0,18.0,2.0,failure,-1.1,94.601,-49.5,1.037,4963.6,yes
38327,22.0,student,single,high.school,no,no,no,cellular,oct,fri,2.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
18469,25.0,technician,single,high.school,no,no,no,cellular,jul,thu,16.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
36751,25.0,admin.,single,university.degree,no,yes,yes,cellular,jun,tue,3.0,4.0,1.0,success,-2.9,92.963,-40.8,1.286,5076.2,no
15094,50.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
1111,44.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21783,39.0,management,divorced,university.degree,no,no,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
12405,32.0,blue-collar,married,basic.6y,no,no,no,telephone,jul,mon,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10418,31.0,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
40052,35.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,wed,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.802,4991.6,no
21382,27.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33507,32.0,services,married,high.school,no,no,no,cellular,may,tue,4.0,1.0,2.0,success,-1.8,92.893,-46.2,1.291,5099.1,yes
16853,55.0,admin.,married,basic.4y,no,no,no,cellular,jul,thu,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28574,32.0,unemployed,single,university.degree,no,no,no,cellular,apr,wed,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
5986,34.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22552,29.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
38514,71.0,retired,married,basic.4y,no,no,no,cellular,oct,tue,1.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
21371,32.0,technician,single,university.degree,no,no,no,cellular,aug,mon,7.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37465,29.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,3.0,3.0,1.0,success,-2.9,92.201,-31.4,0.873,5076.2,yes
3170,26.0,admin.,married,high.school,no,no,no,telephone,may,thu,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
39277,31.0,admin.,married,,no,no,no,cellular,mar,mon,2.0,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
29609,19.0,student,single,unknown,no,unknown,unknown,cellular,apr,mon,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
5815,57.0,unemployed,married,basic.9y,unknown,yes,no,telephone,may,mon,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20571,31.0,housemaid,married,basic.4y,no,no,yes,cellular,aug,tue,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
13442,47.0,admin.,married,university.degree,no,no,no,telephone,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39148,31.0,admin.,divorced,professional.course,,yes,no,cellular,mar,tue,2.0,999.0,1.0,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
40627,32.0,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,1.0,6.0,4.0,success,-1.1,94.199,-37.5,0.882,4963.6,yes
22026,35.0,management,married,university.degree,unknown,yes,yes,cellular,aug,wed,7.0,,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2557,40.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19528,34.0,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
8514,30.0,student,single,high.school,no,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
29820,54.0,management,married,university.degree,unknown,no,yes,cellular,apr,mon,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
34240,48.0,services,single,basic.4y,unknown,yes,no,cellular,may,thu,7.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
14445,55.0,blue-collar,married,illiterate,,yes,no,cellular,jul,tue,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
21563,54.0,blue-collar,married,basic.4y,no,no,yes,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29274,51.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
38584,26.0,student,single,high.school,no,no,no,cellular,oct,fri,3.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
34380,31.0,blue-collar,single,high.school,no,no,no,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17672,44.0,technician,divorced,professional.course,no,yes,yes,telephone,jul,mon,11.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37806,53.0,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,2.0,3.0,1.0,success,-2.9,92.201,-31.4,0.838,5076.2,no
36742,27.0,admin.,single,university.degree,no,no,no,cellular,jun,mon,3.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes
36309,34.0,blue-collar,married,high.school,no,yes,no,cellular,jun,mon,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
24049,27.0,admin.,single,university.degree,no,no,no,telephone,oct,tue,1.0,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
19521,32.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
41123,36.0,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,4.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes
38426,37.0,unemployed,married,university.degree,no,yes,no,cellular,oct,thu,2.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.733,5017.5,yes
38664,29.0,admin.,married,high.school,no,yes,no,cellular,nov,wed,1.0,999.0,1.0,failure,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
14871,35.0,admin.,single,high.school,no,yes,yes,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
21140,30.0,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36705,25.0,technician,single,basic.9y,no,yes,no,cellular,jun,fri,2.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
32487,28.0,admin.,married,high.school,no,no,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
917,48.0,retired,married,basic.9y,no,yes,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
8897,41.0,management,married,unknown,unknown,no,yes,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,,yes
33174,48.0,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
11358,33.0,technician,divorced,professional.course,no,no,no,telephone,jun,thu,5.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
21650,29.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35146,23.0,admin.,single,professional.course,no,no,no,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
39142,31.0,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1.0,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes
3531,47.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32585,25.0,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
39843,50.0,management,married,university.degree,no,no,no,telephone,jun,mon,5.0,6.0,1.0,success,-1.7,94.055,-39.8,0.72,4991.6,yes
4252,32.0,services,single,basic.6y,no,no,yes,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
38603,34.0,admin.,single,high.school,no,yes,no,cellular,nov,mon,2.0,999.0,1.0,failure,-3.4,92.649,-30.1,0.722,5017.5,yes
34165,42.0,technician,single,professional.course,no,no,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
28780,46.0,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
32156,37.0,self-employed,married,university.degree,no,no,no,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
26310,53.0,technician,divorced,high.school,no,no,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
35981,28.0,self-employed,single,university.degree,no,no,yes,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
20932,31.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
20258,30.0,technician,single,university.degree,no,yes,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35952,36.0,self-employed,married,university.degree,no,no,yes,cellular,may,mon,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.264,5099.1,no
40241,31.0,student,single,university.degree,no,yes,yes,cellular,jul,fri,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
30418,40.0,self-employed,single,university.degree,unknown,yes,yes,cellular,apr,thu,1.0,2.0,1.0,success,-1.8,93.075,-47.1,1.365,5099.1,yes
36934,36.0,entrepreneur,single,basic.4y,no,no,no,cellular,jun,tue,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,yes
37811,27.0,admin.,single,high.school,no,no,no,telephone,aug,wed,3.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8340000000000001,5076.2,yes
20215,30.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24520,30.0,admin.,divorced,university.degree,no,no,no,telephone,nov,mon,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
34575,39.0,admin.,married,high.school,no,no,no,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
37726,28.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,2.0,3.0,1.0,success,-2.9,92.201,-31.4,0.851,5076.2,yes
10716,37.0,technician,married,university.degree,no,yes,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19182,48.0,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
35956,50.0,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
8692,51.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1537,39.0,services,divorced,high.school,no,yes,no,telephone,may,thu,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5723,58.0,admin.,married,high.school,no,yes,no,telephone,may,mon,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40716,82.0,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,3.0,3.0,2.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
24457,29.0,admin.,married,university.degree,no,no,no,cellular,nov,mon,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
38302,35.0,admin.,married,university.degree,no,yes,no,cellular,oct,thu,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,no
4432,47.0,services,married,high.school,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
6481,53.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13031,26.0,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
25120,30.0,admin.,married,high.school,no,no,no,cellular,nov,tue,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
25836,52.0,retired,married,university.degree,unknown,no,no,cellular,nov,wed,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.12,5195.8,no
18772,36.0,admin.,single,university.degree,no,no,no,telephone,jul,thu,13.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
7009,37.0,unemployed,married,professional.course,unknown,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
17365,47.0,technician,single,professional.course,no,yes,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
28169,37.0,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.466,5099.1,yes
22725,33.0,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39396,33.0,admin.,single,university.degree,no,yes,no,cellular,apr,thu,1.0,7.0,2.0,success,-1.8,93.749,-34.6,0.635,5008.7,yes
38929,58.0,retired,married,basic.4y,no,yes,no,cellular,nov,wed,1.0,999.0,2.0,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
16691,28.0,admin.,married,high.school,no,no,no,cellular,jul,wed,5.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40992,48.0,technician,married,university.degree,no,yes,yes,cellular,oct,tue,2.0,999.0,0.0,nonexistent,-1.1,,-49.5,1.008,4963.6,yes
1078,44.0,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
1317,45.0,admin.,married,university.degree,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
40273,77.0,retired,married,basic.4y,no,unknown,unknown,cellular,jul,tue,2.0,3.0,1.0,success,-1.7,94.215,-40.3,0.893,4991.6,yes
713,30.0,admin.,married,university.degree,no,no,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36484,37.0,services,married,high.school,no,yes,no,cellular,jun,wed,1.0,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
39696,48.0,self-employed,divorced,university.degree,no,no,no,cellular,may,wed,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.69,5008.7,yes
32106,45.0,technician,married,basic.9y,no,no,yes,cellular,may,fri,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,yes
18255,35.0,admin.,married,university.degree,no,no,no,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
39441,63.0,technician,married,high.school,no,no,no,cellular,apr,mon,3.0,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
29081,39.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
5498,41.0,self-employed,married,high.school,no,no,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38726,79.0,retired,married,basic.4y,no,yes,no,cellular,nov,tue,1.0,3.0,1.0,success,-3.4,92.649,-30.1,0.715,5017.5,yes
22442,51.0,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
11471,49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
13457,39.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
29348,38.0,technician,divorced,high.school,no,no,no,telephone,apr,fri,3.0,6.0,1.0,success,-1.8,93.075,-47.1,1.405,5099.1,yes
13993,29.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31458,36.0,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
20871,31.0,technician,married,professional.course,no,no,no,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
751,36.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32127,31.0,admin.,single,university.degree,unknown,yes,no,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
37277,38.0,admin.,single,high.school,no,yes,yes,cellular,aug,mon,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
20584,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40584,55.0,management,divorced,university.degree,no,yes,no,cellular,sep,thu,1.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.884,4963.6,yes
9083,30.0,services,married,high.school,unknown,unknown,unknown,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28296,63.0,retired,married,unknown,no,no,no,cellular,apr,wed,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.445,5099.1,yes
38442,35.0,unemployed,married,university.degree,no,no,no,cellular,oct,thu,1.0,6.0,1.0,success,-3.4,92.431,-26.9,0.733,5017.5,yes
39184,72.0,retired,married,professional.course,no,no,no,cellular,mar,fri,1.0,3.0,1.0,success,-1.8,93.369,-34.8,0.653,5008.7,yes
7161,39.0,blue-collar,divorced,unknown,unknown,no,yes,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
23034,47.0,self-employed,married,university.degree,no,no,no,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6213,52.0,management,married,professional.course,no,yes,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
3113,32.0,services,married,basic.9y,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
38844,67.0,retired,married,basic.4y,no,no,no,telephone,nov,mon,1.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
10385,41.0,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,mon,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
35214,24.0,services,married,high.school,unknown,yes,no,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
24645,38.0,admin.,single,basic.9y,no,yes,yes,cellular,nov,mon,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
40664,32.0,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,3.0,3.0,4.0,success,-1.1,94.199,-37.5,0.88,4963.6,yes
31086,36.0,admin.,married,university.degree,no,yes,no,cellular,may,wed,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
40279,25.0,self-employed,single,unknown,no,unknown,unknown,cellular,jul,wed,5.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes
39191,27.0,student,single,high.school,no,no,no,cellular,mar,fri,1.0,999.0,0.0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
25305,33.0,entrepreneur,married,high.school,no,no,no,cellular,nov,tue,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
16677,22.0,admin.,single,high.school,no,yes,no,telephone,jul,wed,5.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
